Freq [GHz],0MG,50MG,100MG,150MG,200MG,250MG,300MG,350MG,400MG,450MG,500MG,550MG,600MG,650MG,700MG,750MG,800MG,850MG,900MG,950MG,1000MG
3.3,-10.83647113,-10.96259441,-11.02754505,-11.05019662,-11.05222372,-11.05498108,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734,-11.05778734
3.306,-10.75621136,-10.880509,-10.9412604,-10.96298551,-10.96458326,-10.96716118,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806,-10.969806
3.312,-10.6769957,-10.79938626,-10.8561961,-10.87706303,-10.87824671,-10.88064926,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913,-10.88313913
3.318,-10.59881329,-10.71921817,-10.77233829,-10.79240589,-10.79319291,-10.79542343,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459,-10.79776459
3.324,-10.52165285,-10.63999681,-10.68967158,-10.70898924,-10.70939883,-10.71146001,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849,-10.71365849
3.33,-10.44550272,-10.56171424,-10.60817923,-10.62678718,-10.62684006,-10.62873405,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562,-10.63079562
3.336,-10.37035088,-10.48436257,-10.5278434,-10.54577315,-10.54549121,-10.54721977,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993,-10.54914993
3.342,-10.29618495,-10.4079339,-10.44864535,-10.46592034,-10.46532628,-10.46689086,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485,-10.46869485
3.348,-10.22299225,-10.33242033,-10.37056562,-10.38720194,-10.38631894,-10.38772082,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362,-10.38940362
3.354,-10.15075979,-10.25781393,-10.29358417,-10.30959139,-10.30844284,-10.30968315,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949,-10.31124949
3.36,-10.07947431,-10.18410676,-10.21768057,-10.23306253,-10.23167173,-10.2327516,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598,-10.23420598
3.366,-10.0091223,-10.11129083,-10.14283409,-10.15758979,-10.1559797,-10.15690027,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694,-10.15824694
3.372,-9.939690004,-10.03935808,-10.06902382,-10.08314827,-10.08134125,-10.08210379,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677,-10.08334677
3.378,-9.871163473,-9.968300419,-9.996228796,-10.00971379,-10.00773146,-10.00833734,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045,-10.00948045
3.384,-9.803528556,-9.898109651,-9.924428065,-9.937263009,-9.935125992,-9.935576781,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629,-9.936623629
3.39,-9.736770936,-9.828777513,-9.853600772,-9.865773382,-9.863501199,-9.863798674,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669,-9.864752669
3.396,-9.67087615,-9.760295646,-9.783726226,-9.795223228,-9.792834146,-9.792980311,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677,-9.793844677
3.402,-9.605829607,-9.692655587,-9.714783957,-9.72559171,-9.723102638,-9.723099741,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752,-9.72387752
3.408,-9.54161661,-9.625848764,-9.646753764,-9.656858837,-9.654285232,-9.654135773,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833,-9.654829833
3.414,-9.47822238,-9.559866485,-9.579615759,-9.589005443,-9.586361247,-9.586067976,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022,-9.586681022
3.42,-9.415632072,-9.494699931,-9.513350402,-9.522013175,-9.519310759,-9.518876673,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248,-9.519411248
3.426,-9.353830801,-9.430340149,-9.447938531,-9.455864461,-9.453114592,-9.452542928,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419,-9.453001419
3.432,-9.292803661,-9.366778046,-9.383361384,-9.390542488,-9.387754309,-9.387048527,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174,-9.387433174
3.438,-9.232535745,-9.304004379,-9.319600622,-9.326031172,-9.323212195,-9.322375962,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858,-9.322688858
3.444,-9.173012166,-9.242009756,-9.256638345,-9.262315126,-9.25947124,-9.258508406,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504,-9.258751504
3.45,-9.114218079,-9.180784624,-9.194457102,-9.199379633,-9.196515121,-9.195429696,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811,-9.195604811
3.456,-9.056138702,-9.120319267,-9.133039904,-9.137210612,-9.134328179,-9.133124304,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117,-9.133233117
3.462,-8.998759332,-9.060603801,-9.072370231,-9.075794591,-9.072895401,-9.071577315,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377,-9.071621377
3.468,-8.942065369,-9.001628171,-9.012432035,-9.015118674,-9.012202397,-9.010774407,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141,-9.010755141
3.474,-8.886042335,-8.943382146,-8.953209746,-8.955170517,-8.95223538,-8.950701824,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528,-8.950620528
3.48,-8.83067589,-8.885855317,-8.89468827,-8.895938296,-8.892981147,-8.891346354,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203,-8.891204203
3.486,-8.775951857,-8.829037095,-8.836852996,-8.837410685,-8.834427055,-8.832695308,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358,-8.832493358
3.492,-8.721856234,-8.772916706,-8.779689789,-8.779576828,-8.776561005,-8.7747365,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687,-8.774475687
3.498,-8.668375217,-8.717483195,-8.723184991,-8.722426315,-8.719371422,-8.717458223,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367,-8.717139367
3.504,-8.615495214,-8.662725419,-8.66732542,-8.66594916,-8.662847238,-8.660849232,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042,-8.660473042
3.51,-8.563202866,-8.608632048,-8.612098366,-8.610135781,-8.606977874,-8.604898725,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796,-8.604465796
3.516,-8.511485063,-8.555191566,-8.557491585,-8.554976977,-8.551753222,-8.549596327,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145,-8.549107145
3.522,-8.460328957,-8.502392271,-8.503493301,-8.50046391,-8.497163631,-8.494932068,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012,-8.494387012
3.528,-8.409721982,-8.450222274,-8.450092197,-8.446588087,-8.443199894,-8.440896374,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717,-8.440295717
3.534,-8.359651867,-8.398669501,-8.397277412,-8.393341343,-8.389853231,-8.387480046,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957,-8.386823957
3.54,-8.310106654,-8.347721692,-8.34503854,-8.340715823,-8.337115277,-8.334674251,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798,-8.333962798
3.546,-8.261074708,-8.297366408,-8.29336562,-8.288703971,-8.284978068,-8.282470503,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655,-8.281703655
3.552,-8.212544736,-8.247591026,-8.242249133,-8.23729851,-8.233434034,-8.230860655,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282,-8.230038282
3.558,-8.164505794,-8.198382746,-8.191680002,-8.186492434,-8.18247598,-8.179836885,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764,-8.178958764
3.564,-8.116947307,-8.149728591,-8.141649581,-8.13627899,-8.132097084,-8.129391683,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497,-8.128457497
3.57,-8.069859077,-8.101615412,-8.092149655,-8.086651671,-8.082290878,-8.079517846,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187,-8.078527187
3.576,-8.023231298,-8.054029889,-8.043172431,-8.037604203,-8.033051248,-8.03020846,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832,-8.029160832
3.582,-7.977054563,-8.006958535,-7.99471054,-7.989130531,-7.984372416,-7.981456898,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719,-7.980351719
3.588,-7.931319879,-7.9603877,-7.946757026,-7.941224813,-7.93624894,-7.933256806,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411,-7.932093411
3.594,-7.886018677,-7.914303575,-7.899305346,-7.89388141,-7.8886757,-7.885602096,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738,-7.884379738
3.6,-7.84114282,-7.868692195,-7.852349364,-7.847094875,-7.84164789,-7.838486939,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794,-7.837204794
